"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 24 07:16:05 UTC 2022","Tue May 24 07:16:17 UTC 2022","12029","Chrome","merchant/settings-general.spec.js","WooCommerce General Settings","","","can update settings",""
"passed","Tue May 24 07:11:30 UTC 2022","Tue May 24 07:11:35 UTC 2022","4980","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""Clark"" as the shipping last name",""
"passed","Tue May 24 07:07:34 UTC 2022","Tue May 24 07:07:42 UTC 2022","8335","Chrome","merchant/create-variable-product.spec.js","Add New Variable Product Page","","","can delete all variations",""
"passed","Tue May 24 07:13:29 UTC 2022","Tue May 24 07:13:34 UTC 2022","4809","Chrome","merchant/page-loads.spec.js","WooCommerce Page Load > Load WooCommerce sub pages","","","Can load Customers",""
"passed","Tue May 24 07:08:58 UTC 2022","Tue May 24 07:09:05 UTC 2022","6345","Chrome","merchant/order-edit.spec.js","WooCommerce Orders > Edit order","","","can update order details",""
"passed","Tue May 24 07:12:59 UTC 2022","Tue May 24 07:13:03 UTC 2022","4636","Chrome","merchant/order-status-filter.spec.js","WooCommerce Orders > Filter Order by Status","","","should filter by Cancelled",""
"failed","Tue May 24 07:06:39 UTC 2022","Tue May 24 07:06:39 UTC 2022","40","Chrome","merchant/create-shipping-zones.spec.js","Verifies shipping options from customer perspective","","","allows customer to benefit from a free Local pickup if in SF",""
"passed","Tue May 24 07:14:18 UTC 2022","Tue May 24 07:14:23 UTC 2022","4802","Chrome","merchant/page-loads.spec.js","WooCommerce Page Load > Load Products sub pages","","","Can load Attributes",""
"passed","Tue May 24 07:10:50 UTC 2022","Tue May 24 07:10:55 UTC 2022","5135","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""address1"" as the billing first address",""
"passed","Tue May 24 07:09:17 UTC 2022","Tue May 24 07:09:25 UTC 2022","8407","Chrome","merchant/order-edit.spec.js","WooCommerce Orders > Edit order > Downloadable product permissions","","","can edit downloadable product permissions",""
"passed","Tue May 24 07:02:08 UTC 2022","Tue May 24 07:02:16 UTC 2022","7976","Chrome","activate-and-setup/complete-onboarding-wizard.spec.js","A japanese store can complete the selective bundle install but does not include WCPay.","","","can choose not to install any extensions",""
"passed","Tue May 24 07:02:51 UTC 2022","Tue May 24 07:02:57 UTC 2022","5355","Chrome","admin-analytics/analytics-overview.spec.js","Analytics pages","","","should allow a user to remove a section",""
"failed","Tue May 24 07:06:40 UTC 2022","Tue May 24 07:06:40 UTC 2022","42","Chrome","merchant/create-shipping-zones.spec.js","Verifies shipping options from customer perspective","","","allows customer to benefit from a free Free shipping if in CA",""
"failed","Tue May 24 07:04:17 UTC 2022","Tue May 24 07:04:30 UTC 2022","13666","Chrome","admin-tasks/payment.spec.js","Payment setup task","","","Saving valid bank account transfer details enables the payment method",""
"passed","Tue May 24 07:11:05 UTC 2022","Tue May 24 07:11:09 UTC 2022","4881","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""94107"" as the billing post code",""
"passed","Tue May 24 07:11:54 UTC 2022","Tue May 24 07:12:00 UTC 2022","5778","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""Wanted Product"" as the shipping item name",""
"passed","Tue May 24 07:13:52 UTC 2022","Tue May 24 07:13:58 UTC 2022","6398","Chrome","merchant/page-loads.spec.js","WooCommerce Page Load > Load WooCommerce sub pages","","","Can load Status",""
"passed","Tue May 24 07:11:24 UTC 2022","Tue May 24 07:11:30 UTC 2022","5224","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""Tim"" as the shipping first name",""
"passed","Tue May 24 07:10:14 UTC 2022","Tue May 24 07:10:19 UTC 2022","5045","Chrome","merchant/order-refund.spec.js","WooCommerce Orders > Refund an order","","","can delete an issued refund",""
"passed","Tue May 24 07:10:07 UTC 2022","Tue May 24 07:10:14 UTC 2022","7400","Chrome","merchant/order-refund.spec.js","WooCommerce Orders > Refund an order","","","can issue a refund by quantity",""
"passed","Tue May 24 07:07:04 UTC 2022","Tue May 24 07:07:18 UTC 2022","14064","Chrome","merchant/create-variable-product.spec.js","Add New Variable Product Page","","","can create product, attributes and variations",""
"passed","Tue May 24 07:11:00 UTC 2022","Tue May 24 07:11:05 UTC 2022","4769","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""San Francisco"" as the billing city name",""
"passed","Tue May 24 07:14:39 UTC 2022","Tue May 24 07:14:44 UTC 2022","4235","Chrome","merchant/product-import-csv.spec.js","Import Products from a CSV file","","","should show error message if you go without providing CSV file",""
"passed","Tue May 24 07:02:47 UTC 2022","Tue May 24 07:02:51 UTC 2022","4271","Chrome","admin-analytics/analytics-overview.spec.js","Analytics pages","","","a user should see 3 sections by default - Performance, Charts, and Leaderboards",""
"passed","Tue May 24 07:13:13 UTC 2022","Tue May 24 07:13:24 UTC 2022","10663","Chrome","merchant/page-loads.spec.js","WooCommerce Page Load > Load WooCommerce sub pages","","","Can load Home",""
"passed","Tue May 24 07:11:09 UTC 2022","Tue May 24 07:11:14 UTC 2022","4967","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""john.doe@example.com"" as the billing email",""
"passed","Tue May 24 07:06:11 UTC 2022","Tue May 24 07:06:23 UTC 2022","12763","Chrome","merchant/create-shipping-zones.spec.js","WooCommerce Shipping Settings - Add new shipping zone","","","add shipping zone for California with Free shipping",""
"passed","Tue May 24 07:13:58 UTC 2022","Tue May 24 07:14:03 UTC 2022","4881","Chrome","merchant/page-loads.spec.js","WooCommerce Page Load > Load Products sub pages","","","Can load All Products",""
"passed","Tue May 24 07:09:48 UTC 2022","Tue May 24 07:09:51 UTC 2022","3132","Chrome","merchant/order-emails.spec.js","Merchant > Order Action emails received","","","can receive new order email",""
"passed","Tue May 24 07:12:48 UTC 2022","Tue May 24 07:12:54 UTC 2022","5853","Chrome","merchant/order-status-filter.spec.js","WooCommerce Orders > Filter Order by Status","","","should filter by On hold",""
"passed","Tue May 24 07:08:26 UTC 2022","Tue May 24 07:08:31 UTC 2022","4326","Chrome","merchant/customer-payment-page.spec.js","WooCommerce Merchant Flow: Orders > Customer Payment Page","","","should load the customer payment page",""
"passed","Tue May 24 07:05:16 UTC 2022","Tue May 24 07:05:18 UTC 2022","1760","Chrome","basic.spec.js","Sign in as admin","","","Load wp-admin",""
"passed","Tue May 24 07:03:37 UTC 2022","Tue May 24 07:03:41 UTC 2022","3709","Chrome","admin-analytics/analytics.spec.js","Analytics pages","","","A user can view the Coupons page without it crashing",""
"passed","Tue May 24 07:15:52 UTC 2022","Tue May 24 07:16:05 UTC 2022","12582","Chrome","merchant/product-settings.spec.js","WooCommerce Products > Downloadable Product Settings","","","can update settings",""
"passed","Tue May 24 07:12:28 UTC 2022","Tue May 24 07:12:34 UTC 2022","6068","Chrome","merchant/order-status-filter.spec.js","WooCommerce Orders > Filter Order by Status","","","should filter by Pending payment",""
"passed","Tue May 24 07:03:41 UTC 2022","Tue May 24 07:03:44 UTC 2022","3728","Chrome","admin-analytics/analytics.spec.js","Analytics pages","","","A user can view the Taxes page without it crashing",""
"passed","Tue May 24 07:14:09 UTC 2022","Tue May 24 07:14:14 UTC 2022","4711","Chrome","merchant/page-loads.spec.js","WooCommerce Page Load > Load Products sub pages","","","Can load Categories",""
"passed","Tue May 24 07:03:06 UTC 2022","Tue May 24 07:03:10 UTC 2022","4271","Chrome","admin-analytics/analytics-overview.spec.js","Analytics pages > moving sections","","","should allow a user to move a section down",""
"passed","Tue May 24 07:15:06 UTC 2022","Tue May 24 07:15:18 UTC 2022","12581","Chrome","merchant/product-import-csv.spec.js","Import Products from a CSV file","","","can upload the CSV file and import products",""
"passed","Tue May 24 07:01:37 UTC 2022","Tue May 24 07:01:44 UTC 2022","7275","Chrome","activate-and-setup/complete-onboarding-wizard.spec.js","Store owner can complete onboarding wizard","","","can complete the business section",""
"passed","Tue May 24 07:07:18 UTC 2022","Tue May 24 07:07:34 UTC 2022","15841","Chrome","merchant/create-variable-product.spec.js","Add New Variable Product Page","","","can set the variation attributes, bulk edit variations",""
"passed","Tue May 24 07:07:42 UTC 2022","Tue May 24 07:07:55 UTC 2022","13021","Chrome","merchant/create-variable-product.spec.js","Add New Variable Product Page","","","can manually add a variation",""
"failed","Tue May 24 07:02:36 UTC 2022","Tue May 24 07:02:45 UTC 2022","8969","Chrome","activate-and-setup/complete-onboarding-wizard.spec.js","Store owner can go through setup Task List","","","can setup shipping",""
"passed","Tue May 24 07:10:30 UTC 2022","Tue May 24 07:10:35 UTC 2022","5549","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order by order id",""
"passed","Tue May 24 07:16:28 UTC 2022","Tue May 24 07:16:35 UTC 2022","6517","Chrome","merchant/settings-tax.spec.js","WooCommerce Tax Settings","","","can add tax classes",""
"passed","Tue May 24 07:03:18 UTC 2022","Tue May 24 07:03:22 UTC 2022","4055","Chrome","admin-analytics/analytics.spec.js","Analytics pages","","","A user can view the Products page without it crashing",""
"failed","Tue May 24 07:12:40 UTC 2022","Tue May 24 07:12:47 UTC 2022","7039","Chrome","merchant/order-status-filter.spec.js","WooCommerce Orders > Filter Order by Status","","","should filter by Processing",""
"passed","Tue May 24 07:09:11 UTC 2022","Tue May 24 07:09:17 UTC 2022","6056","Chrome","merchant/order-edit.spec.js","WooCommerce Orders > Edit order > Downloadable product permissions","","","can add downloadable product permissions to order with product",""
"passed","Tue May 24 07:08:53 UTC 2022","Tue May 24 07:08:58 UTC 2022","5882","Chrome","merchant/order-edit.spec.js","WooCommerce Orders > Edit order","","","can update order status",""
"passed","Tue May 24 07:08:36 UTC 2022","Tue May 24 07:08:43 UTC 2022","6631","Chrome","merchant/order-coupon.spec.js","WooCommerce Orders > Apply Coupon","","","can apply a coupon",""
"passed","Tue May 24 07:08:06 UTC 2022","Tue May 24 07:08:14 UTC 2022","8272","Chrome","merchant/create-variable-product.spec.js","Add New Variable Product Page","","","can set variation defaults",""
